[2020.01.10 13:08:49:011] EVENT,file io allowed to u87wpcfg.dat {16} [8565]
[2020.01.10 13:08:49:012] EVENT,set iswsptrt30 to 4 autotransportdetect=no usetunneling=0 {16} [8565]
[2020.01.10 13:08:49:013] EVENT, upper server set9 to    {16} [8565]
[2020.01.10 13:08:49:013] EVENT,common initialized {16} [8565]
[2020.01.10 13:08:49:014] EVENT,common initialized1 [wpmain] {16} [8565]
[2020.01.10 13:08:49:014] EVENT,apicall API_SetParameter serveraddress,46.105.182.20 [wpmain] {16} [8565]
[2020.01.10 13:08:49:014] EVENT,start thread MAsyncTask 27 {27} [8565]
[2020.01.10 13:08:49:014] EVENT,async task start 9 {27} [8565]
[2020.01.10 13:08:49:014] EVENT,serveraddrlst2: a (170):  b:  c:  d:  e:  f:  g:  h:  i:  j:  {27} [8565]
[2020.01.10 13:08:49:015] EVENT,read config file C:\SIP_PROJECT\JAVA\J_SIP\mwphonedata\u87wpcfgex.dat (2226) {16} [8565]
[2020.01.10 13:08:49:016] EVENT, configex load finished 67 {16} [8565]
[2020.01.10 13:08:49:016] EVENT,      set parameter (from 6) serveraddress=46.105.182.20 {16} [8565]
[2020.01.10 13:08:49:025] EVENT, network addr set to 172.17.39.82 {27} [8565]
[2020.01.10 13:08:49:025] EVENT, network addr2 set to 172.17.39.82 {27} [8565]
[2020.01.10 13:08:49:025] EVENT,async task 9 finished in 11 msec {27} [8565]
[2020.01.10 13:08:49:152] EVENT,param serveraddress set to 46.105.182.20 [wpmain] {16} [8565]
[2020.01.10 13:08:49:152] EVENT,apicall API_SetParameter username,JSSIP [wpmain] {16} [8565]
[2020.01.10 13:08:49:152] EVENT,      set parameter (from 6) username=JSSIP {16} [8565]
[2020.01.10 13:08:49:157] EVENT,param username set to JSSIP [wpmain] {16} [8565]
[2020.01.10 13:08:49:157] EVENT,apicall API_SetParameter password,wAXNEBaXDJ [wpmain] {16} [8565]
[2020.01.10 13:08:49:157] EVENT,      set parameter (from 6) password=***** {16} [8565]
[2020.01.10 13:08:49:163] EVENT,param password set to wAXNEBaXDJ [wpmain] {16} [8565]
[2020.01.10 13:08:49:163] EVENT,apicall API_Start (0 184203222 rst: no) [wpmain] {16} [8565]
[2020.01.10 13:08:49:164] EVENT,start thread webphonemain 30 {30} [8565]
[2020.01.10 13:08:49:165] EVENT,will auto register on api_start because 1 [wpmain] {16} [8565]
[2020.01.10 13:08:49:165] EVENT,regdetails: s: -1 0 184203224 184203070 154 [wpmain] {16} [8565]
[2020.01.10 13:08:49:165] EVENT,apicall API_Call -1,48668741112 [wpmain] {16} [8565]
[2020.01.10 13:08:49:165] EVENT, switching idle state to false (from: 21) {16} [8565]
[2020.01.10 13:08:49:176] EVENT,on init [wpmain] {30} [8565]
[2020.01.10 13:08:49:177] EVENT, wpapiconnectport set to m 19421 [wpmain] {30} [8565]
[2020.01.10 13:08:49:240] EVENT,sysenv OS name: Windows 10 , arch: amd64 , vers: 10.0 , patch: - , type: x64  [wpmain] {30} [8565]
[2020.01.10 13:08:49:269] EVENT,sysenv CPU: little amd64  cpuspeed: 9000 (meassured: 0 0) cores: 8 dbg:  [wpmain] {30} [8565]
[2020.01.10 13:08:49:274] EVENT,sysenv JVM: JetBrains s.r.o OpenJDK Runtime Environment 11.0.5  [wpmain] {30} [8565]
[2020.01.10 13:08:49:280] EVENT,sysenv USR: PL pl Europe/Belgrade robert.nowinski  NOWINSKI NOWINSKI C:\SIP_PROJECT\JAVA\J_SIP  [wpmain] {30} [8565]
[2020.01.10 13:08:49:282] EVENT, sysenv path: C:\SIP_PROJECT\JAVA\J_SIP, datapath: C:\SIP_PROJECT\JAVA\J_SIP\mwphonedata, configfile: C:\SIP_PROJECT\JAVA\J_SIP\mwphonedata\u87wpcfg.dat, logfile: C:\SIP_PROJECT\JAVA\J_SIP\mwphonedata\webphonelog.dat, ext: C:\SIP_PROJECT\JAVA\J_SIP\mwphonedata\, alt: C:\SIP_PROJECT\JAVA\J_SIP\mwphonedata\, from: 413  a u87wpcfg.dat [wpmain] {30} [8565]
[2020.01.10 13:08:49:283] EVENT, toolkit: sun.awt.windows.WToolkit@593791bc [wpmain] {30} [8565]
[2020.01.10 13:08:49:294] EVENT,domain: C:, host: C:\SIP_PROJECT\JAVA\J_SIP, url: C:\SIP_PROJECT\JAVA\J_SIP, lib: C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2019.3.1\jbr\bin [wpmain] {30} [8565]
[2020.01.10 13:08:49:310] EVENT,sysenv charsrt: UTF-8 [wpmain] {30} [8565]
[2020.01.10 13:08:49:472] EVENT,deviceid: 32c4b8e9 [wpmain] {30} [8565]
[2020.01.10 13:08:49:475] EVENT,JVoIP init (loglevel is 5) [wpmain] {30} [8565]
[2020.01.10 13:08:49:476] EVENT,      get parameter (from 10014) lastaltporttousecfg=0 {30} [8565]
[2020.01.10 13:08:49:476] EVENT,      get parameter (from 10014) lastaltportchangeday=-2 {30} [8565]
[2020.01.10 13:08:49:477] EVENT,      get parameter (from 10014) prevaltportused=0 {30} [8565]
[2020.01.10 13:08:49:477] EVENT,      get parameter (from 10014) finaltransport=0 {30} [8565]
[2020.01.10 13:08:49:478] EVENT,      get parameter (from 10014) mserverfound=0 {30} [8565]
[2020.01.10 13:08:49:478] EVENT,      get parameter (from 10014) checkedwidebandok=0 {30} [8565]
[2020.01.10 13:08:49:478] EVENT,      get parameter (from 10014) oldsignalingport=11732 {30} [8565]
[2020.01.10 13:08:49:479] EVENT,      get parameter (from 10014) systemsockproxywasset=0 {30} [8565]
[2020.01.10 13:08:49:479] EVENT,      get parameter (from 10014) aecwascached=2 {30} [8565]
[2020.01.10 13:08:49:479] EVENT,      get parameter (from 10014) lastrtpportsaved=0 {30} [8565]
[2020.01.10 13:08:49:480] EVENT,      get parameter (from 10014) lastserverrtpport=0 {30} [8565]
[2020.01.10 13:08:49:481] EVENT,      get parameter (from 10014) lastcfgfileversion=87 {30} [8565]
[2020.01.10 13:08:49:481] EVENT,      get parameter (from 10014) sendvideoonrec=1 {30} [8565]
[2020.01.10 13:08:49:481] EVENT,      get parameter (from 10014) serverload=1 {30} [8565]
[2020.01.10 13:08:49:482] EVENT, set server load: 1 {30} [8565]
[2020.01.10 13:08:49:488] EVENT,      get parameter (from 10014) pushnotifications3=-1 {30} [8565]
[2020.01.10 13:08:49:489] EVENT,      get parameter (from 10014) packagename=com.mizuvoip.mizudroid.app {30} [8565]
[2020.01.10 13:08:49:489] EVENT,      get parameter (from 10014) fcmgateway=fcm.webvoipphone.com:35060 {30} [8565]
[2020.01.10 13:08:49:490] EVENT,      get parameter (from 10014) pushnotifications=-1 {30} [8565]
[2020.01.10 13:08:49:490] EVENT,read config file C:\SIP_PROJECT\JAVA\J_SIP\mwphonedata\u87wpcfg.dat (186) {30} [8565]
[2020.01.10 13:08:49:490] EVENT,config version 7000187 [wpmain] {30} [8565]
[2020.01.10 13:08:49:491] WARNING,last call was not disconnected properly [wpmain] {30} [8565]
[2020.01.10 13:08:49:493] EVENT,config read 69 [wpmain] {30} [8565]
[2020.01.10 13:08:49:511] EVENT,      get parameter (from 100111) serveraddress=46.105.182.20 {30} [8565]
[2020.01.10 13:08:49:512] EVENT,      get parameter (from 100111) password=***** {30} [8565]
[2020.01.10 13:08:49:513] EVENT,serveraddrlst2: a (75149):  b: 46.105.182.20 c:  d:  e:  f:  g:  h:  i:  j:  {30} [8565]
[2020.01.10 13:08:49:514] EVENT,      get parameter (from 10014) packagename=com.mizuvoip.mizudroid.app {30} [8565]
[2020.01.10 13:08:49:514] EVENT,      get parameter (from 10014) fcmgateway=fcm.webvoipphone.com:35060 {30} [8565]
[2020.01.10 13:08:49:514] EVENT,      get parameter (from 10014) lasthasfcm=0 {30} [8565]
[2020.01.10 13:08:49:514] EVENT,      get parameter (from 10014) pushnotifications=-1 {30} [8565]
[2020.01.10 13:08:49:576] EVENT,serveraddrlst12: a (112):  b: 46.105.182.20 c:  d:  e:  f:  g:  h:  i:  j:  {30} [8565]
[2020.01.10 13:08:49:576] EVENT,      get parameter (from 10014) pastmaxcallcount=0 {30} [8565]
[2020.01.10 13:08:49:578] EVENT,      get parameter (from 10014) askforwhitelist=1 {30} [8565]
[2020.01.10 13:08:49:578] EVENT,      get parameter (from 10014) runservice=-1 {30} [8565]
[2020.01.10 13:08:49:580] EVENT,      get parameter (from 10014) scheduledwakeup=1 {30} [8565]
[2020.01.10 13:08:49:583] EVENT, try to load js [wpmain] {30} [8565]
[2020.01.10 13:08:49:584] WARNING, cannot find javascript interface [wpmain] {30} [8565]
[2020.01.10 13:08:49:584] EVENT, upper server set0 to   {30} [8565]
[2020.01.10 13:08:49:584] EVENT,      get parameter (from 100111) serveraddress=46.105.182.20 {30} [8565]
[2020.01.10 13:08:49:584] EVENT,      get parameter (from 100111) serveraddress=46.105.182.20 {30} [8565]
[2020.01.10 13:08:49:585] EVENT,      get parameter (from 100111) serveraddress=46.105.182.20 {30} [8565]
[2020.01.10 13:08:49:585] EVENT,      get parameter (from 100111) username=JSSIP {30} [8565]
[2020.01.10 13:08:49:585] EVENT,      get parameter (from 10064) sipusername=JSSIP {30} [8565]
[2020.01.10 13:08:49:587] EVENT,      get parameter (from 100111) username=JSSIP {30} [8565]
[2020.01.10 13:08:49:587] EVENT,      get parameter (from 10064) sipusername=JSSIP {30} [8565]
[2020.01.10 13:08:49:587] EVENT,sipusername (auth) is JSSIP [wpmain] {30} [8565]
[2020.01.10 13:08:49:588] EVENT,username (callerid) is JSSIP [wpmain] {30} [8565]
[2020.01.10 13:08:49:588] EVENT,callto is  48668741112 [wpmain] {30} [8565]
[2020.01.10 13:08:49:588] EVENT, lccccc trigger txr [wpmain] {30} [8565]
[2020.01.10 13:08:49:588] EVENT, lccccc trigger xr {30} [8565]
[2020.01.10 13:08:49:588] EVENT, lccccc trigger 10 {30} [8565]
[2020.01.10 13:08:49:588] EVENT,      get parameter (from 10014) allcallcount=1 {30} [8565]
[2020.01.10 13:08:49:591] EVENT, autovalues aec: 2, aecfast: 1, aecnative: 1, aecorig: 1, agc: 2, denoise: 3, plc: true [wpmain] {30} [8565]
[2020.01.10 13:08:49:591] WARNING,disabling codec g729 because cannot load [wpmain] {30} [8565]
[2020.01.10 13:08:49:591] EVENT,      get parameter (from 100111) password=***** {30} [8565]
[2020.01.10 13:08:49:611] EVENT,JVoIP init finished2 [wpmain] {30} [8565]
[2020.01.10 13:08:49:611] EVENT, conncurrent instances in the same classloader: 1 {30} [8565]
[2020.01.10 13:08:49:612] EVENT,main thread started [wpmain] {30} [8565]
[2020.01.10 13:08:49:612] EVENT,JVoIP start 7.6.19061 [wpmain] {30} [8565]
[2020.01.10 13:08:49:612] EVENT,afterstart event [wpmain] {30} [8565]
[2020.01.10 13:08:49:612] EVENT,app version: 7.6.19061 6/13/2019 11:56:20 [wpmain] {30} [8565]
[2020.01.10 13:08:49:612] EVENT,app type: 3 [wpmain] {30} [8565]
[2020.01.10 13:08:49:612] EVENT,codebase: null [wpmain] {30} [8565]
[2020.01.10 13:08:49:613] EVENT,docbase: null [wpmain] {30} [8565]
[2020.01.10 13:08:49:613] EVENT,archive:  [wpmain] {30} [8565]
[2020.01.10 13:08:49:613] EVENT, startup wpapi a {30} [8565]
[2020.01.10 13:08:49:618] EVENT, wpapiconnectport set to g0 19421 19421 [wpapi] {30} [8565]
[2020.01.10 13:08:49:620] EVENT,start thread wpapi 37 {37} [8565]
[2020.01.10 13:08:49:621] EVENT,set priority to service from wpapi {37} [8565]
[2020.01.10 13:08:49:624] EVENT,wpapi udp listen on 19422 [wpapi] {37} [8565]
[2020.01.10 13:08:49:625] EVENT, wpapiconnectport get at gx 19421 19421 [wpapi] {37} [8565]
[2020.01.10 13:08:49:625] EVENT, wpapiconnectport set to g4 19421 19421 [wpapi] {37} [8565]
[2020.01.10 13:08:49:625] EVENT, wpapi started successfully 3 [wpapi] {37} [8565]
[2020.01.10 13:08:49:625] EVENT,NOTIFICATION_XRSS,START,api {37} [8565]
[2020.01.10 13:08:49:628] EVENT,resending cached notifications [wpapi] {37} [8565]
[2020.01.10 13:08:49:628] EVENT, api notification sent a 0 0 19422 19421 {37} [8565]
[2020.01.10 13:08:49:682] EVENT,temp network interface address is 127.0.0.1 (with server: 46.105.182.20) {30} [8565]
[2020.01.10 13:08:49:684] EVENT,serveraddrlst32: a (11998):  b: 46.105.182.20 c:  d:  e:  f:  g:  h:  i:  j:  {30} [8565]
